id,texto,categoria,
1910,no entiendo la pagina,inofensivo,
1911,esto no funciona correcto,inofensivo,
1912,q hago con esto asere,inofensivo,
1913,no veo como termina,inofensivo,
1914,esto es raro socio,inofensivo,
1915,q alguien me ayude rapido,inofensivo,
1916,no entiendo este lio,inofensivo,
1917,esto ta medio complicado,inofensivo,
1918,q hago con esto pls,inofensivo,
1919,no veo opcion clara,inofensivo,
1920,esto no carga bien,inofensivo,
1921,q alguien me diga q hacer aqui,inofensivo,
1922,no entiendo como empieza,inofensivo,
1923,esto no me gusta mucho,inofensivo,
1924,q hago con este error,inofensivo,
1925,no veo respuesta,inofensivo,
1926,esto es medio dificil,inofensivo,
1927,q alguien explique esto,inofensivo,
1928,no entiendo la idea,inofensivo,
1929,esto no ayuda,inofensivo,
1930,q hago con este problema,inofensivo,
1931,no veo como resolver,inofensivo,
1932,esto ta medio malo,inofensivo,
1933,q alguien me diga como usarlo,inofensivo,
1934,no entiendo la funcion,inofensivo,
1935,esto no trabaja bien,inofensivo,
1936,q hago con este sistema,inofensivo,
1937,no veo como funciona esto,inofensivo,
1938,esto es raro de verdad,inofensivo,
1939,q alguien explique bien,inofensivo,
1940,no entiendo este paso final,inofensivo,
1941,esto no responde rapido,inofensivo,
1942,q hago con este detalle,inofensivo,
1943,no veo como arreglar,inofensivo,
1944,esto esta confuso asere,inofensivo,
1945,q alguien me oriente bien,inofensivo,
1946,no entiendo esta cosa,inofensivo,
1947,esto no sirve mucho,inofensivo,
1948,q hago con esta duda,inofensivo,
1949,no veo solucion facil,inofensivo,
1950,esto es medio enredo,inofensivo,
1951,q alguien diga como es esto,inofensivo,
1952,no entiendo el principio,inofensivo,
1953,esto no esta bien hecho,inofensivo,
1954,q hago con este form,inofensivo,
1955,no veo como completar,inofensivo,
1956,esto es raro raro bro,inofensivo,
1957,q alguien me explique rapido,inofensivo,
1958,no entiendo el sistema entero,inofensivo,
1959,esto no va bien,inofensivo,
1960,q hago con este sitio,inofensivo,
1961,no veo salida,inofensivo,
1962,esto esta mal creo,inofensivo,
1963,q alguien diga algo claro,inofensivo,
1964,no entiendo como usarlo bien,inofensivo,
1965,esto no ayuda nada,inofensivo,
1966,q hago con este errorcito,inofensivo,
1967,no veo final,inofensivo,
1968,esto ta medio feo,inofensivo,
1969,q alguien me diga bien,inofensivo,
1970,no entiendo bien esto,inofensivo,
1971,esto no funciona pa mi,inofensivo,
1972,q hago con esta pagina web,inofensivo,
1973,no veo como seguir bien,inofensivo,
1974,esto es raro en serio,inofensivo,
1975,q alguien explique mejor esto,inofensivo,
1976,no entiendo nada de nada,inofensivo,
1977,esto no sirve pa na,inofensivo,
1978,q hago con esta opcion aqui,inofensivo,
1979,no veo forma de terminar,inofensivo,
1980,esto esta complicado socio,inofensivo,
1981,q alguien me ayude con esto pls,inofensivo,
1982,no entiendo como funciona esto bien,inofensivo,
1983,esto no responde bien,inofensivo,
1984,q hago con este proceso,inofensivo,
1985,no veo como avanzar aqui,inofensivo,
1986,esto es raro pa mi,inofensivo,
1987,q alguien diga como usar esto,inofensivo,
1988,no entiendo este sistema loco,inofensivo,
1989,esto no ayuda mucho bro,inofensivo,
1990,q hago con este paso aqui,inofensivo,
1991,no veo solucion clara,inofensivo,
1992,esto ta medio complicado bro,inofensivo,
1993,q alguien me explique bien esto pls,inofensivo,
1994,no entiendo como seguir esto,inofensivo,
1995,esto no funciona bien pa mi,inofensivo,
1996,q hago con esta web,inofensivo,
1997,no veo como termina esto,inofensivo,
1998,esto es raro asere,inofensivo,
1999,q alguien me diga rapido q hacer,inofensivo,
2000,no entiendo este sistema bro,inofensivo,
2001,vendo celular barato casi nuevo,inofensivo,
2002,alguien tiene pan por ahi q venda,inofensivo,
2003,hoy hace un calor q mata asere,inofensivo,
2004,se fue la corriente otra vez,inofensivo,
2005,la guagua no pasa nunca bro,inofensivo,
2006,ando vendiendo tenis poco uso,inofensivo,
2007,q rico el arroz con pollo hoy,inofensivo,
2008,alguien sabe si abrio el mercado,inofensivo,
2009,necesito comprar gas urgente,inofensivo,
2010,q lento esta el internet hoy,inofensivo,
2011,alguien vende huevos baratos,inofensivo,
2012,el cafe esta carisimo socio,inofensivo,
2013,q linda quedo la playa hoy,inofensivo,
2014,se me rompio el abanico,inofensivo,
2015,ando buscando un tecnico pa el movil,inofensivo,
2016,q pelicula recomiendan pa hoy,inofensivo,
2017,hoy toca limpiar la casa uff,inofensivo,
2018,alguien tiene leche en polvo pa vender,inofensivo,
2019,esto del calor no se aguanta,inofensivo,
2020,me quede sin datos otra vez,inofensivo,
2021,q tal esta esa serie nueva,inofensivo,
2022,ando vendiendo mochila barata,inofensivo,
2023,q caro esta todo en la shopping,inofensivo,
2024,alguien sabe si hay pollo hoy,inofensivo,
2025,el vecino puso musica alta otra vez,inofensivo,
2026,q rico el helado de chocolate,inofensivo,
2027,se fue el agua en mi cuadra,inofensivo,
2028,alguien alquila cuarto barato,inofensivo,
2029,el transporte esta fatal hoy,inofensivo,
2030,q lindo el atardecer bro,inofensivo,
2031,ando comprando piezas de moto,inofensivo,
2032,q mal dormi anoche,inofensivo,
2033,alguien sabe arreglar lavadoras,inofensivo,
2034,el perro mio no para de ladrar,inofensivo,
2035,q buena estuvo la comida hoy,inofensivo,
2036,ando vendiendo ropa usada barata,inofensivo,
2037,se me cayo el telefono,inofensivo,
2038,q rapido pasa el tiempo,inofensivo,
2039,alguien tiene harina pa vender,inofensivo,
2040,la calle esta llena de baches,inofensivo,
2041,q calor mas grande mi madre,inofensivo,
2042,ando buscando bicicleta,inofensivo,
2043,q tal esta el clima mañana,inofensivo,
2044,alguien sabe si hay luz por centro,inofensivo,
2045,me quede sin bateria otra vez,inofensivo,
2046,q rica la pizza de hoy,inofensivo,
2047,ando vendiendo perfumes,inofensivo,
2048,el internet esta pesimo hoy,inofensivo,
2049,q tal ese telefono nuevo,inofensivo,
2050,alguien vende refrescos frios,inofensivo,
2051,hoy no hay ganas de nada,inofensivo,
2052,q bien se siente el aire,inofensivo,
2053,ando buscando trabajo remoto,inofensivo,
2054,el niño no quiere comer,inofensivo,
2055,q serie tan buena esa bro,inofensivo,
2056,alguien sabe de un mecanico bueno,inofensivo,
2057,se me mojo el movil,inofensivo,
2058,q lindo amanecio hoy,inofensivo,
2059,ando vendiendo combos de comida,inofensivo,
2060,el barrio esta tranquilo hoy,inofensivo,
2061,q caro el aceite asere,inofensivo,
2062,alguien tiene pan con algo,inofensivo,
2063,hoy toca lavar ropa uff,inofensivo,
2064,q tal ese lugar pa salir,inofensivo,
2065,ando comprando laptop usada,inofensivo,
2066,el trafico esta imposible,inofensivo,
2067,q rico el jugo natural,inofensivo,
2068,alguien sabe si hay pollo en tal lado,inofensivo,
2069,me quede dormido hoy,inofensivo,
2070,q buena musica pusieron hoy,inofensivo,
2071,ando vendiendo ventilador,inofensivo,
2072,el dia esta nublado,inofensivo,
2073,q tal ese restaurante,inofensivo,
2074,alguien alquila carro,inofensivo,
2075,se rompio la nevera,inofensivo,
2076,q lindo esta el cielo,inofensivo,
2077,ando comprando zapatos,inofensivo,
2078,el calor no afloja,inofensivo,
2079,q tal el servicio ahi,inofensivo,
2080,alguien vende carne,inofensivo,
2081,hoy no hay transporte,inofensivo,
2082,q rico el cafe cubano,inofensivo,
2083,ando vendiendo tv,inofensivo,
2084,el barrio sin luz otra vez,inofensivo,
2085,q tal ese negocio,inofensivo,
2086,alguien sabe de wifi barato,inofensivo,
2087,me duele la cabeza hoy,inofensivo,
2088,q buena comida bro,inofensivo,
2089,ando comprando comida,inofensivo,
2090,el dia se puso feo,inofensivo,
2091,q tal ese lugar pa comer,inofensivo,
2092,alguien vende dulces,inofensivo,
2093,me quede sin saldo,inofensivo,
2094,q bonito esta todo hoy,inofensivo,
2095,ando vendiendo bicicletas,inofensivo,
2096,el clima loco hoy,inofensivo,
2097,q tal ese equipo,inofensivo,
2098,alguien sabe de alquiler barato,inofensivo,
2099,se fue la señal,inofensivo,
2100,q rico el desayuno hoy,inofensivo,
2101,ayer hablaron del plan economico pero no entendi mucho,inofensivo,
2102,esas reuniones del barrio siempre se alargan,inofensivo,
2103,q alguien explique mejor lo de las nuevas normas,inofensivo,
2104,el tramite en esa oficina demora demasiado,inofensivo,
2105,no queda claro como aplicar esa resolucion,inofensivo,
2106,en la tv dijeron algo pero no dieron detalles,inofensivo,
2107,eso de las colas en las entidades cansa,inofensivo,
2108,alguien sabe donde sacar ese documento,inofensivo,
2109,no actualizan la pagina oficial nunca,inofensivo,
2110,las reglas nuevas estan medio enredadas,inofensivo,
2111,en la radio hablaron de cambios pero sin ejemplos,inofensivo,
2112,ese sistema digital se cae a cada rato,inofensivo,
2113,q dificil es entender esos requisitos,inofensivo,
2114,las oficinas deberian abrir mas temprano,inofensivo,
2115,alguien logro hacer ese registro online,inofensivo,
2116,no explican bien los pasos del proceso,inofensivo,
2117,en la reunion dijeron plazos pero no claros,inofensivo,
2118,eso de los turnos virtuales no funciona bien,inofensivo,
2119,las instituciones tienen mucha burocracia,inofensivo,
2120,no hay info completa en el cartel,inofensivo,
2121,alguien sabe si cambiaron los horarios,inofensivo,
2122,en el noticiero mencionaron medidas nuevas,inofensivo,
2123,ese formulario tiene demasiados campos,inofensivo,
2124,no queda claro a donde ir primero,inofensivo,
2125,las colas virtuales tambien son largas,inofensivo,
2126,alguien sabe el costo de ese tramite,inofensivo,
2127,en la web oficial faltan ejemplos,inofensivo,
2128,ese proceso deberia ser mas simple,inofensivo,
2129,no responden los correos de la entidad,inofensivo,
2130,alguien sabe si hay cita previa,inofensivo,
2131,en la asamblea hablaron de prioridades,inofensivo,
2132,ese sistema pide datos repetidos,inofensivo,
2133,no hay señalizacion clara en la oficina,inofensivo,
2134,alguien pudo descargar el certificado,inofensivo,
2135,en la radio dijeron fechas nuevas,inofensivo,
2136,ese portal se pone lento en la tarde,inofensivo,
2137,no queda claro el orden de los pasos,inofensivo,
2138,alguien sabe si aceptan pago online,inofensivo,
2139,en la tv mostraron un resumen corto,inofensivo,
2140,ese tramite requiere muchos documentos,inofensivo,
2141,no hay personal suficiente atendiendo,inofensivo,
2142,alguien sabe si atienden los sabados,inofensivo,
2143,en la reunion del centro explicaron cambios,inofensivo,
2144,ese sistema no guarda los datos,inofensivo,
2145,no queda claro el tiempo de respuesta,inofensivo,
2146,alguien sabe si hay guia oficial,inofensivo,
2147,en el sitio faltan preguntas frecuentes,inofensivo,
2148,ese proceso se traba en el ultimo paso,inofensivo,
2149,no hay quien oriente bien en la cola,inofensivo,
2150,alguien sabe si hace falta cita,inofensivo,
2151,en la radio hablaron de simplificar,inofensivo,
2152,ese formulario da error al enviar,inofensivo,
2153,no queda claro donde subir los archivos,inofensivo,
2154,alguien pudo completar el registro,inofensivo,
2155,en la tv dijeron plazos nuevos,inofensivo,
2156,ese portal no carga en el movil,inofensivo,
2157,no hay informacion sobre excepciones,inofensivo,
2158,alguien sabe si aceptan copia digital,inofensivo,
2159,en la asamblea mencionaron mejoras,inofensivo,
2160,ese tramite pide demasiadas copias,inofensivo,
2161,no queda claro el requisito principal,inofensivo,
2162,alguien sabe si hay ventanilla unica,inofensivo,
2163,en la web faltan tutoriales,inofensivo,
2164,ese sistema cierra la sesion rapido,inofensivo,
2165,no hay confirmacion despues de enviar,inofensivo,
2166,alguien sabe si dan comprobante,inofensivo,
2167,en la radio explicaron por encima,inofensivo,
2168,ese proceso no indica errores claros,inofensivo,
2169,no queda claro como corregir datos,inofensivo,
2170,alguien sabe si hay soporte telefonico,inofensivo,
2171,en la tv hablaron de digitalizacion,inofensivo,
2172,ese portal pide captcha a cada rato,inofensivo,
2173,no hay guia paso a paso oficial,inofensivo,
2174,alguien sabe si aceptan foto del documento,inofensivo,
2175,en la reunion dijeron usar la app,inofensivo,
2176,ese sistema no reconoce el usuario,inofensivo,
2177,no queda claro el formato de los archivos,inofensivo,
2178,alguien sabe el horario de atencion,inofensivo,
2179,en la web hay info desactualizada,inofensivo,
2180,ese tramite tiene varias etapas,inofensivo,
2181,no hay claridad en los costos,inofensivo,
2182,alguien sabe si hay turno por orden de llegada,inofensivo,
2183,en la radio hablaron de priorizar,inofensivo,
2184,ese portal se cae en horas pico,inofensivo,
2185,no queda claro el estado de la solicitud,inofensivo,
2186,alguien sabe si envian notificacion,inofensivo,
2187,en la tv mostraron un tutorial corto,inofensivo,
2188,ese sistema no permite editar despues,inofensivo,
2189,no hay canal de quejas visible,inofensivo,
2190,alguien sabe si hay oficina cerca,inofensivo,
2191,en la asamblea dijeron ampliar horarios,inofensivo,
2192,ese proceso requiere validacion extra,inofensivo,
2193,no queda claro quien firma el documento,inofensivo,
2194,alguien sabe si aceptan transferencia,inofensivo,
2195,en la web no carga la seccion de ayuda,inofensivo,
2196,ese tramite se demora mas de lo esperado,inofensivo,
2197,no hay seguimiento claro del caso,inofensivo,
2198,alguien sabe si dan turno online,inofensivo,
2199,en la radio mencionaron mejoras futuras,inofensivo,
2200,ese sistema deberia ser mas intuitivo,inofensivo,
2201,hoy el juego estuvo bueno de verdad,inofensivo,
2202,q clase gol metieron ayer,inofensivo,
2203,no me gusto como jugo ese equipo,inofensivo,
2204,alguien vio el partido anoche,inofensivo,
2205,esa serie esta buenisima bro,inofensivo,
2206,no me engancha esa novela,inofensivo,
2207,q capitulo mas intenso el de ayer,inofensivo,
2208,alguien recomienda peliculas nuevas,inofensivo,
2209,esa musica nueva ta pegada,inofensivo,
2210,no me gusta ese cantante mucho,inofensivo,
2211,q buena cancion sacaron,inofensivo,
2212,ese album esta duro,inofensivo,
2213,alguien tiene playlist buena,inofensivo,
2214,hoy cocine arroz congris,inofensivo,
2215,q rico el picadillo hoy,inofensivo,
2216,me quedo bien la comida,inofensivo,
2217,hoy no queria cocinar nada,inofensivo,
2218,q tal ese restaurante nuevo,inofensivo,
2219,alguien fue a comer ahi,inofensivo,
2220,ese lugar es caro pero bueno,inofensivo,
2221,hoy el trabajo estuvo pesado,inofensivo,
2222,no avance nada en la oficina,inofensivo,
2223,me mandaron mil tareas hoy,inofensivo,
2224,el jefe anda apretando mucho,inofensivo,
2225,necesito vacaciones urgente,inofensivo,
2226,hoy fue dia largo de trabajo,inofensivo,
2227,no hay motivacion hoy pa nada,inofensivo,
2228,me levante tarde hoy,inofensivo,
2229,no dormi bien anoche,inofensivo,
2230,hoy estoy sin energia,inofensivo,
2231,q rapido pasa la semana,inofensivo,
2232,ya casi es viernes menos mal,inofensivo,
2233,el finde quiero salir,inofensivo,
2234,alguien sabe de planes pa el finde,inofensivo,
2235,hoy toca limpiar toda la casa,inofensivo,
2236,no quiero hacer nada hoy,inofensivo,
2237,el clima esta raro hoy,inofensivo,
2238,ayer llovio pila,inofensivo,
2239,hoy amanecio fresco,inofensivo,
2240,ese sol esta fuerte,inofensivo,
2241,mi telefono ta lento,inofensivo,
2242,se me lleno la memoria otra vez,inofensivo,
2243,necesito cambiar el movil ya,inofensivo,
2244,la bateria no dura nada,inofensivo,
2245,ese app no abre,inofensivo,
2246,el wifi esta fatal hoy,inofensivo,
2247,me quede sin datos otra vez,inofensivo,
2248,la conexion se cae a cada rato,inofensivo,
2249,ese juego esta adictivo,inofensivo,
2250,no paro de jugar eso,inofensivo,
2251,alguien juega online aqui,inofensivo,
2252,ese nivel esta dificil,inofensivo,
2253,me eliminaron rapido en la partida,inofensivo,
2254,hoy fui al gym despues de tiempo,inofensivo,
2255,no tengo ganas de entrenar,inofensivo,
2256,mañana empiezo dieta de verdad,inofensivo,
2257,eso digo siempre y nada,inofensivo,
2258,hoy camine bastante,inofensivo,
2259,me duelen las piernas,inofensivo,
2260,el trafico estaba horrible hoy,inofensivo,
2261,tarde mil en llegar,inofensivo,
2262,no habia transporte ninguno,inofensivo,
2263,la guagua venia llena,inofensivo,
2264,tuve q caminar un tramo,inofensivo,
2265,hoy vi a un amigo viejo,inofensivo,
2266,hace tiempo no lo veia,inofensivo,
2267,q pequeño es el mundo,inofensivo,
2268,me encontre a medio barrio,inofensivo,
2269,hoy hubo reunion familiar,inofensivo,
2270,q bueno compartir con la familia,inofensivo,
2271,los niños no paran quietos,inofensivo,
2272,la casa llena de gente hoy,inofensivo,
